コード	都道府県	市区町村	緯度	経度
231134	愛知県	名古屋市	守山区	35.203335	136.976314
231142	愛知県	名古屋市	緑区	35.070805	136.952238
231151	愛知県	名古屋市	名東区	35.175848	137.010183
231169	愛知県	名古屋市	天白区	35.122671	136.974982
232017	愛知県	豊橋市		34.769200	137.391466
232025	愛知県	岡崎市		34.954379	137.174329
232033	愛知県	一宮市		35.303890	136.802933
232041	愛知県	瀬戸市		35.223614	137.084171
232050	愛知県	半田市		34.891718	136.937961
232068	愛知県	春日井市		35.247611	136.972224
232076	愛知県	豊川市		34.826851	137.375542
232084	愛知県	津島市		35.177029	136.741214
232092	愛知県	碧南市		34.884804	136.993375
232106	愛知県	刈谷市		34.989225	137.002107
232114	愛知県	豊田市		35.082395	137.156249
232122	愛知県	安城市		34.958641	137.080297
232131	愛知県	西尾市		34.861937	137.061850
232149	愛知県	蒲郡市		34.826500	137.219516
232157	愛知県	犬山市		35.378607	136.944564
232165	愛知県	常滑市		34.886700	136.832397
232173	愛知県	江南市		35.332011	136.870617
232190	愛知県	小牧市		35.290310	136.910952
232203	愛知県	稲沢市		35.248132	136.780202
232211	愛知県	新城市		34.899229	137.498476
232220	愛知県	東海市		35.022843	136.902530
232238	愛知県	大府市		35.011657	136.963835
232246	愛知県	知多市		34.996533	136.864755
232254	愛知県	知立市		35.001272	137.050749
232262	愛知県	尾張旭市		35.216513	137.035396
232271	愛知県	高浜市		34.927643	136.987677
232289	愛知県	岩倉市		35.279503	136.871431
232297	愛知県	豊明市		35.053688	137.012997
232301	愛知県	日進市		35.132015	137.039412
232319	愛知県	田原市		34.668806	137.264203
232327	愛知県	愛西市		35.153141	136.728100
232335	愛知県	清須市		35.203381	136.865521
232343	愛知県	北名古屋市		35.245668	136.866008
232351	愛知県	弥富市		35.110018	136.724739
232360	愛知県	みよし市		35.089410	137.074854
232378	愛知県	あま市		35.170304	136.800830
232386	愛知県	長久手市		35.184126	137.048762
233021	愛知県	愛知郡	東郷町	35.096748	137.052553
233421	愛知県	西春日井郡	豊山町	35.250474	136.912006
233617	愛知県	丹羽郡	大口町	35.332436	136.907670
233625	愛知県	丹羽郡	扶桑町	35.359140	136.913079
234249	愛知県	海部郡	大治町	35.175078	136.820095
234257	愛知県	海部郡	蟹江町	35.132331	136.786746
234273	愛知県	海部郡	飛島村	35.078848	136.791078
234419	愛知県	知多郡	阿久比町	34.932611	136.915554
234427	愛知県	知多郡	東浦町	34.977094	136.965622
234451	愛知県	知多郡	南知多町	34.715167	136.929970
234460	愛知県	知多郡	美浜町	34.778815	136.908237
234478	愛知県	知多郡	武豊町	34.851134	136.914803
235016	愛知県	額田郡	幸田町	34.864442	137.165617
235610	愛知県	北設楽郡	設楽町	35.097219	137.571445
235628	愛知県	北設楽郡	東栄町	35.076939	137.697837
235636	愛知県	北設楽郡	豊根村	35.146738	137.719700
242012	三重県	津市		34.718596	136.505698
242021	三重県	四日市市		34.965157	136.624485
242039	三重県	伊勢市		34.487514	136.709336
242047	三重県	松阪市		34.577993	136.527593
242055	三重県	桑名市		35.062216	136.683803
242071	三重県	鈴鹿市		34.881880	136.584209
242080	三重県	名張市		34.627659	136.108296
242098	三重県	尾鷲市		34.070799	136.190995
242101	三重県	亀山市		34.855755	136.451645
242110	三重県	鳥羽市		34.481435	136.843362
242128	三重県	熊野市		33.888604	136.100237
242144	三重県	いなべ市		35.115701	136.561471
242152	三重県	志摩市		34.328160	136.829691
242161	三重県	伊賀市		34.768595	136.129910
243035	三重県	桑名郡	木曽岬町	35.075980	136.731328
243248	三重県	員弁郡	東員町	35.074257	136.583578
243418	三重県	三重郡	菰野町	35.020068	136.507344
243434	三重県	三重郡	朝日町	35.034210	136.664352
243442	三重県	三重郡	川越町	35.023009	136.673865
244414	三重県	多気郡	多気町	34.496153	136.546146
244422	三重県	多気郡	明和町	34.547560	136.623176
244431	三重県	多気郡	大台町	34.393387	136.407875
244619	三重県	度会郡	玉城町	34.490278	136.630929
244708	三重県	度会郡	度会町	34.438923	136.622466
244716	三重県	度会郡	大紀町	34.358045	136.415792
244724	三重県	度会郡	南伊勢町	34.352095	136.703689
245437	三重県	北牟婁郡	紀北町	34.211533	136.337313
245615	三重県	南牟婁郡	御浜町	33.814478	136.048724
245623	三重県	南牟婁郡	紀宝町	33.733773	136.009670
252018	滋賀県	大津市		35.017893	135.854607
252026	滋賀県	彦根市		35.274461	136.259623
252034	滋賀県	長浜市		35.380815	136.278722
252042	滋賀県	近江八幡市		35.128339	136.097907
252069	滋賀県	草津市		35.013134	135.959936
252077	滋賀県	守山市		35.058940	135.994404
252085	滋賀県	栗東市		35.021617	135.997996
252093	滋賀県	甲賀市		34.966139	136.167092
252107	滋賀県	野洲市		35.067454	136.025850
252115	滋賀県	湖南市		35.004150	136.084679
252123	滋賀県	高島市		35.353071	136.035830
252131	滋賀県	東近江市		35.112456	136.207765
252140	滋賀県	米原市		35.361585	136.370192
253839	滋賀県	蒲生郡	日野町	35.018003	136.246043
253847	滋賀県	蒲生郡	竜王町	35.060803	136.124535
254258	滋賀県	愛知郡	愛荘町	35.168940	136.212367
254410	滋賀県	犬上郡	豊郷町	35.200343	136.229893
254428	滋賀県	犬上郡	甲良町	35.204119	136.261205
254436	滋賀県	犬上郡	多賀町	35.221996	136.292049
261017	京都府	京都市	北区	35.041053	135.753983
261025	京都府	京都市	上京区	35.029618	135.756627
261033	京都府	京都市	左京区	35.048569	135.778548
261041	京都府	京都市	中京区	35.010425	135.751411
261050	京都府	京都市	東山区	34.997057	135.776162
261068	京都府	京都市	下京区	34.987655	135.755533
261076	京都府	京都市	南区	34.976661	135.746495
261084	京都府	京都市	右京区	35.010133	135.716078
261092	京都府	京都市	伏見区	34.936030	135.761410
261106	京都府	京都市	山科区	34.972336	135.813697
261114	京都府	京都市	西京区	34.985104	135.693420
262013	京都府	福知山市		35.296700	135.126563
262021	京都府	舞鶴市		35.474797	135.385992
262030	京都府	綾部市		35.298916	135.258812
262048	京都府	宇治市		34.884461	135.799854
262056	京都府	宮津市		35.535577	135.195567
262064	京都府	亀岡市		35.013408	135.573609
262072	京都府	城陽市		34.853008	135.779974
262081	京都府	向日市		34.948736	135.698288
262099	京都府	長岡京市		34.926771	135.695785
262102	京都府	八幡市		34.875555	135.707621
262111	京都府	京田辺市		34.814459	135.767695
262129	京都府	京丹後市		35.624166	135.061000
262137	京都府	南丹市		35.107374	135.470260
262145	京都府	木津川市		34.737162	135.820117
263036	京都府	乙訓郡	大山崎町	34.902806	135.688476
263222	京都府	久世郡	久御山町	34.881500	135.732607
263435	京都府	綴喜郡	井手町	34.798408	135.803306
263443	京都府	綴喜郡	宇治田原町	34.852670	135.856855
263648	京都府	相楽郡	笠置町	34.760450	135.939366
263656	京都府	相楽郡	和束町	34.795710	135.904880
263664	京都府	相楽郡	精華町	34.760856	135.785833
263672	京都府	相楽郡	南山城村	34.772789	135.993537
264075	京都府	船井郡	京丹波町	35.164362	135.423055
264636	京都府	与謝郡	伊根町	35.675146	135.272639
264652	京都府	与謝郡	与謝野町	35.565309	135.152841
271021	大阪府	大阪市	都島区	34.701279	135.528090
271039	大阪府	大阪市	福島区	34.692337	135.472229
271047	大阪府	大阪市	此花区	34.683049	135.452328
271063	大阪府	大阪市	西区	34.676231	135.486059
271071	大阪府	大阪市	港区	34.663918	135.460681
271080	大阪府	大阪市	大正区	34.650403	135.472700
271098	大阪府	大阪市	天王寺区	34.657917	135.519362
271110	大阪府	大阪市	浪速区	34.659444	135.499630
271136	大阪府	大阪市	西淀川区	34.711348	135.456202
271144	大阪府	大阪市	東淀川区	34.741214	135.529423
271152	大阪府	大阪市	東成区	34.670002	135.541268
271161	大阪府	大阪市	生野区	34.653751	135.534413
271179	大阪府	大阪市	旭区	34.721177	135.544220
271187	大阪府	大阪市	城東区	34.701890	135.545973
271195	大阪府	大阪市	阿倍野区	34.638969	135.518496
271209	大阪府	大阪市	住吉区	34.603673	135.500632
271217	大阪府	大阪市	東住吉区	34.622163	135.526601
271225	大阪府	大阪市	西成区	34.634872	135.494373
271233	大阪府	大阪市	淀川区	34.721026	135.486711
271241	大阪府	大阪市	鶴見区	34.704329	135.574198
271250	大阪府	大阪市	住之江区	34.609675	135.482742
271268	大阪府	大阪市	平野区	34.621199	135.546072
271276	大阪府	大阪市	北区	34.705362	135.510025
271284	大阪府	大阪市	中央区	34.681261	135.509801
271411	大阪府	堺市	堺区	34.573254	135.483101
271420	大阪府	堺市	中区	34.528342	135.498636
271438	大阪府	堺市	東区	34.538192	135.536591
271446	大阪府	堺市	西区	34.534999	135.463972
271454	大阪府	堺市	南区	34.486527	135.490568
271462	大阪府	堺市	北区	34.565350	135.517178
271471	大阪府	堺市	美原区	34.538545	135.559833
272027	大阪府	岸和田市		34.460634	135.370829
272035	大阪府	豊中市		34.781266	135.469739
272043	大阪府	池田市		34.821705	135.428444
272051	大阪府	吹田市		34.759453	135.516860
272060	大阪府	泉大津市		34.504279	135.410464
272078	大阪府	高槻市		34.846159	135.617272
272086	大阪府	貝塚市		34.437584	135.358517
272094	大阪府	守口市		34.737695	135.563904
272108	大阪府	枚方市		34.814340	135.650658
272116	大阪府	茨木市		34.816338	135.568505
272124	大阪府	八尾市		34.626864	135.600978
272132	大阪府	泉佐野市		34.406848	135.327337
272141	大阪府	富田林市		34.499527	135.597128
272159	大阪府	寝屋川市		34.766093	135.628100
272167	大阪府	河内長野市		34.458084	135.564226
272175	大阪府	松原市		34.577879	135.551850
272183	大阪府	大東市		34.712015	135.623659
272191	大阪府	和泉市		34.483527	135.423557
272205	大阪府	箕面市		34.826930	135.470463
272213	大阪府	柏原市		34.579305	135.628642
272221	大阪府	羽曳野市		34.558035	135.606212
272230	大阪府	門真市		34.739542	135.586890
272248	大阪府	摂津市		34.777356	135.561817
272256	大阪府	高石市		34.520717	135.442452
272264	大阪府	藤井寺市		34.574277	135.597474
272272	大阪府	東大阪市		34.679330	135.601012
272281	大阪府	泉南市		34.366005	135.273339
272299	大阪府	四條畷市		34.739941	135.639533
272302	大阪府	交野市		34.787944	135.679953
272311	大阪府	大阪狭山市		34.503795	135.555693
272329	大阪府	阪南市		34.359583	135.239670
273015	大阪府	三島郡	島本町	34.883925	135.662970
273210	大阪府	豊能郡	豊能町	34.918948	135.494174
273228	大阪府	豊能郡	能勢町	34.972551	135.414274
273414	大阪府	泉北郡	忠岡町	34.487093	135.401323
273619	大阪府	泉南郡	熊取町	34.401283	135.355785
273627	大阪府	泉南郡	田尻町	34.393774	135.291174
273660	大阪府	泉南郡	岬町	34.316978	135.142139
273813	大阪府	南河内郡	太子町	34.518682	135.647661
273821	大阪府	南河内郡	河南町	34.491637	135.629699
273830	大阪府	南河内郡	千早赤阪村	34.464587	135.622537
281018	兵庫県	神戸市	東灘区	34.720228	135.265455
281026	兵庫県	神戸市	灘区	34.712329	135.239657
281051	兵庫県	神戸市	兵庫区	34.680578	135.165291
281069	兵庫県	神戸市	長田区	34.665638	135.151026
281077	兵庫県	神戸市	須磨区	34.658633	135.133700
281085	兵庫県	神戸市	垂水区	34.630252	135.056766
281093	兵庫県	神戸市	北区	34.727317	135.144440
281107	兵庫県	神戸市	中央区	34.695124	135.197852
281115	兵庫県	神戸市	西区	34.683239	134.981602
282014	兵庫県	姫路市		34.815149	134.685353
282022	兵庫県	尼崎市		34.733734	135.406376
282031	兵庫県	明石市		34.643107	134.997179
282049	兵庫県	西宮市		34.737597	135.341564
282057	兵庫県	洲本市		34.342426	134.895620
282065	兵庫県	芦屋市		34.726950	135.304162
282073	兵庫県	伊丹市		34.784306	135.400947
282081	兵庫県	相生市		34.803601	134.468066
282090	兵庫県	豊岡市		35.544575	134.820181
282103	兵庫県	加古川市		34.756950	134.841177
282120	兵庫県	赤穂市		34.754956	134.390284
282138	兵庫県	西脇市		34.993355	134.969189
282146	兵庫県	宝塚市		34.799767	135.360073
282154	兵庫県	三木市		34.796944	134.990197
282162	兵庫県	高砂市		34.766201	134.790442
282171	兵庫県	川西市		34.830135	135.417278
282189	兵庫県	小野市		34.853193	134.931376
282197	兵庫県	三田市		34.889996	135.225453
282201	兵庫県	加西市		34.927936	134.841622
282219	兵庫県	篠山市		35.075661	135.219051
282227	兵庫県	養父市		35.404657	134.767671
282235	兵庫県	丹波市		35.177100	135.035854
282243	兵庫県	南あわじ市		34.294480	134.779855
282251	兵庫県	朝来市		35.339665	134.853150
282260	兵庫県	淡路市		34.439699	134.915016
282278	兵庫県	宍粟市		35.004417	134.549466
282286	兵庫県	加東市		34.918573	134.973381
282294	兵庫県	たつの市		34.857863	134.545360
283011	兵庫県	川辺郡	猪名川町	34.895037	135.376162
283657	兵庫県	多可郡	多可町	35.050335	134.923275
283819	兵庫県	加古郡	稲美町	34.748807	134.913551
283827	兵庫県	加古郡	播磨町	34.715299	134.867912
284424	兵庫県	神崎郡	市川町	34.989368	134.763317
284432	兵庫県	神崎郡	福崎町	34.950302	134.760248
284467	兵庫県	神崎郡	神河町	35.064226	134.739831
284645	兵庫県	揖保郡	太子町	34.833264	134.572255
284815	兵庫県	赤穂郡	上郡町	34.873563	134.356098
285013	兵庫県	佐用郡	佐用町	35.004346	134.355734
285854	兵庫県	美方郡	香美町	35.632186	134.629178
285862	兵庫県	美方郡	新温泉町	35.623481	134.448939
292010	奈良県	奈良市		34.685087	135.805000
292028	奈良県	大和高田市		34.515046	135.736392
292036	奈良県	大和郡山市		34.649374	135.782755
292044	奈良県	天理市		34.596647	135.837331
292052	奈良県	橿原市		34.509448	135.792626
292061	奈良県	桜井市		34.518714	135.843216
292079	奈良県	五條市		34.352030	135.693632
292087	奈良県	御所市		34.463331	135.740240
292095	奈良県	生駒市		34.691960	135.700536
292109	奈良県	香芝市		34.541256	135.698937
292117	奈良県	葛城市		34.511119	135.706917
292125	奈良県	宇陀市		34.528029	135.952269
293229	奈良県	山辺郡	山添村	34.681280	136.043800
293423	奈良県	生駒郡	平群町	34.629174	135.700654
293431	奈良県	生駒郡	三郷町	34.600138	135.695525
293440	奈良県	生駒郡	斑鳩町	34.608849	135.730591
293458	奈良県	生駒郡	安堵町	34.606480	135.756781
293610	奈良県	磯城郡	川西町	34.584394	135.774038
293628	奈良県	磯城郡	三宅町	34.573698	135.773144
293636	奈良県	磯城郡	田原本町	34.556601	135.794876
293857	奈良県	宇陀郡	曽爾村	34.510647	136.124478
293865	奈良県	宇陀郡	御杖村	34.488389	136.165916
294012	奈良県	高市郡	高取町	34.449513	135.793175
294021	奈良県	高市郡	明日香村	34.471278	135.820641
294241	奈良県	北葛城郡	上牧町	34.562749	135.716629
294250	奈良県	北葛城郡	王寺町	34.594725	135.706551
294268	奈良県	北葛城郡	広陵町	34.542784	135.750835
294276	奈良県	北葛城郡	河合町	34.578472	135.736672
294411	奈良県	吉野郡	吉野町	34.396049	135.857618
294420	奈良県	吉野郡	大淀町	34.390562	135.789716
294438	奈良県	吉野郡	下市町	34.360981	135.791858
294446	奈良県	吉野郡	黒滝村	34.309307	135.852142
294462	奈良県	吉野郡	天川村	34.241909	135.855149
294471	奈良県	吉野郡	野迫川村	34.166257	135.633063
294497	奈良県	吉野郡	十津川村	33.988495	135.792415
294501	奈良県	吉野郡	下北山村	34.005038	135.955167
294519	奈良県	吉野郡	上北山村	34.134322	135.999988
294527	奈良県	吉野郡	川上村	34.338107	135.954325
294535	奈良県	吉野郡	東吉野村	34.403582	135.968365
302015	和歌山県	和歌山市		34.230511	135.170808
302023	和歌山県	海南市		34.155336	135.209223
302031	和歌山県	橋本市		34.315053	135.605296
302040	和歌山県	有田市		34.083095	135.127635
302058	和歌山県	御坊市		33.891492	135.152346
302066	和歌山県	田辺市		33.728034	135.377768
302074	和歌山県	新宮市		33.724108	135.992955
302082	和歌山県	紀の川市		34.269860	135.362757
302091	和歌山県	岩出市		34.256295	135.311323
303046	和歌山県	海草郡	紀美野町	34.167225	135.307489
303411	和歌山県	伊都郡	かつらぎ町	34.296396	135.503836
303437	和歌山県	伊都郡	九度山町	34.287169	135.562245
303445	和歌山県	伊都郡	高野町	34.216069	135.586536
303615	和歌山県	有田郡	湯浅町	34.029394	135.190452
303623	和歌山県	有田郡	広川町	34.030032	135.172993
303666	和歌山県	有田郡	有田川町	34.065322	135.254432
303810	和歌山県	日高郡	美浜町	33.893756	135.133101
303828	和歌山県	日高郡	日高町	33.925730	135.140883
303836	和歌山県	日高郡	由良町	33.959223	135.118349
303909	和歌山県	日高郡	印南町	33.818367	135.218247
303917	和歌山県	日高郡	みなべ町	33.772324	135.321442
303925	和歌山県	日高郡	日高川町	33.911783	135.185875
304018	和歌山県	西牟婁郡	白浜町	33.678165	135.348134
304042	和歌山県	西牟婁郡	上富田町	33.696366	135.428830
304069	和歌山県	西牟婁郡	すさみ町	33.550151	135.496640
304212	和歌山県	東牟婁郡	那智勝浦町	33.625950	135.941067
304221	和歌山県	東牟婁郡	太地町	33.594031	135.943962
304247	和歌山県	東牟婁郡	古座川町	33.531840	135.814802
304271	和歌山県	東牟婁郡	北山村	33.932097	135.969207
304280	和歌山県	東牟婁郡	串本町	33.472470	135.781498
312011	鳥取県	鳥取市		35.501133	134.235091
312029	鳥取県	米子市		35.428072	133.330945
312037	鳥取県	倉吉市		35.430179	133.825561
312045	鳥取県	境港市		35.539592	133.231486
313025	鳥取県	岩美郡	岩美町	35.575993	134.332090
313254	鳥取県	八頭郡	若桜町	35.340170	134.400997
313289	鳥取県	八頭郡	智頭町	35.265050	134.226612
313297	鳥取県	八頭町		35.409207	134.250526
313645	鳥取県	東伯郡	三朝町	35.408508	133.862306
313700	鳥取県	東伯郡	湯梨浜町	35.489959	133.864781
313718	鳥取県	東伯郡	琴浦町	35.495398	133.693278
313726	鳥取県	東伯郡	北栄町	35.490030	133.758355
313840	鳥取県	西伯郡	日吉津村	35.440207	133.380788
313866	鳥取県	西伯郡	大山町	35.510737	133.496114
313891	鳥取県	西伯郡	南部町	35.370784	133.361891
313904	鳥取県	西伯郡	伯耆町	35.385333	133.407164
314013	鳥取県	日野郡	日南町	35.163294	133.306233
314021	鳥取県	日野郡	日野町	35.240791	133.442786
314030	鳥取県	日野郡	江府町	35.283187	133.488561
322016	島根県	松江市		35.468060	133.048375
322024	島根県	浜田市		34.899303	132.079783
322032	島根県	出雲市		35.367035	132.754682
322041	島根県	益田市		34.674817	131.842862
322059	島根県	大田市		35.192106	132.499293
322067	島根県	安来市		35.431442	133.250915
322075	島根県	江津市		35.011418	132.220930
322091	島根県	雲南市		35.307726	132.900299
323438	島根県	仁多郡	奥出雲町	35.197430	133.002543
323861	島根県	飯石郡	飯南町	35.000035	132.713874
324418	島根県	邑智郡	川本町	34.994145	132.495496
324485	島根県	邑智郡	美郷町	35.076690	132.590559
324493	島根県	邑智郡	邑南町	34.893963	132.437970
325015	島根県	鹿足郡	津和野町	34.467185	131.773166
325058	島根県	鹿足郡	吉賀町	34.442094	131.867897
325252	島根県	隠岐郡	海士町	36.096571	133.096709
325261	島根県	隠岐郡	西ノ島町	36.093027	132.994422
325279	島根県	隠岐郡	知夫村	36.013929	133.039386
325287	島根県	隠岐郡	隠岐の島町	36.209014	133.321770
331015	岡山県	岡山市	北区	34.655340	133.919813
331023	岡山県	岡山市	中区	34.670842	133.943180
331031	岡山県	岡山市	東区	34.651443	134.029488
331040	岡山県	岡山市	南区	34.599777	133.919553
332020	岡山県	倉敷市		34.585013	133.772084
332038	岡山県	津山市		35.069116	134.004543
332046	岡山県	玉野市		34.491943	133.945987
332054	岡山県	笠岡市		34.507180	133.507441
332071	岡山県	井原市		34.597672	133.463681
332089	岡山県	総社市		34.672807	133.746528
332097	岡山県	高梁市		34.791023	133.616733
332101	岡山県	新見市		34.977030	133.470306
332119	岡山県	備前市		34.745160	134.188044
332127	岡山県	瀬戸内市		34.664887	134.092846
332135	岡山県	赤磐市		34.755388	134.018840
332143	岡山県	真庭市		35.075602	133.752730
332151	岡山県	美作市		35.008588	134.148572
332160	岡山県	浅口市		34.527839	133.584922
333468	岡山県	和気郡	和気町	34.849729	134.097923
334235	岡山県	都窪郡	早島町	34.600702	133.828354
334456	岡山県	浅口郡	里庄町	34.513790	133.556866
334618	岡山県	小田郡	矢掛町	34.627593	133.587085
335860	岡山県	真庭郡	新庄村	35.179458	133.567734
336068	岡山県	苫田郡	鏡野町	35.091833	133.932799
336220	岡山県	勝田郡	勝央町	35.041840	134.116183
336238	岡山県	勝田郡	奈義町	35.123024	134.177425
336432	岡山県	英田郡	西粟倉村	35.171331	134.336273
336637	岡山県	久米郡	久米南町	34.929246	133.960687
336661	岡山県	久米郡	美咲町	34.997953	133.958163
336815	岡山県	加賀郡	吉備中央町	34.860965	133.811806
341011	広島県	広島市	中区	34.386245	132.455018
341029	広島県	広島市	東区	34.395480	132.482429
341037	広島県	広島市	南区	34.379979	132.469033
341045	広島県	広島市	西区	34.393972	132.434421
341053	広島県	広島市	安佐南区	34.451844	132.471630
341061	広島県	広島市	安佐北区	34.518373	132.507753
341070	広島県	広島市	安芸区	34.371728	132.525417
341088	広島県	広島市	佐伯区	34.364446	132.360840
342025	広島県	呉市		34.249254	132.565805
342033	広島県	竹原市		34.341794	132.907088
342041	広島県	三原市		34.397433	133.078658
342050	広島県	尾道市		34.408876	133.204889
342076	広島県	福山市		34.485899	133.362313
342084	広島県	府中市		34.568347	133.236321
342092	広島県	三次市		34.805574	132.851674
342106	広島県	庄原市		34.857732	133.017277
342114	広島県	大竹市		34.237977	132.222475
342122	広島県	東広島市		34.426380	132.743307
342131	広島県	廿日市市		34.348258	132.331622
342149	広島県	安芸高田市		34.666307	132.704299
342157	広島県	江田島市		34.223002	132.443855
343021	広島県	安芸郡	府中町	34.392486	132.504580
343048	広島県	安芸郡	海田町	34.372164	132.536089
343072	広島県	安芸郡	熊野町	34.335736	132.584637
343099	広島県	安芸郡	坂町	34.341240	132.513703
343684	広島県	山県郡	安芸太田町	34.576745	132.227141
343692	広島県	山県郡	北広島町	34.674558	132.538416
344311	広島県	豊田郡	大崎上島町	34.269633	132.915086
344621	広島県	世羅郡	世羅町	34.586828	133.056651
345458	広島県	神石郡	神石高原町	34.703661	133.247652
352012	山口県	下関市		33.957831	130.941459
352021	山口県	宇部市		33.951509	131.246786
352039	山口県	山口市		34.178496	131.473727
352047	山口県	萩市		34.408116	131.399085
352063	山口県	防府市		34.051752	131.562690
352071	山口県	下松市		34.015030	131.870342
352080	山口県	岩国市		34.166562	132.218848
352101	山口県	光市		33.961913	131.942282
352110	山口県	長門市		34.370956	131.182195
352128	山口県	柳井市		33.963833	132.101597
352136	山口県	美祢市		34.166635	131.205678
352152	山口県	周南市		34.055119	131.806186
352161	山口県	山陽小野田市		34.003064	131.181967
353051	山口県	大島郡	周防大島町	33.927595	132.195234
353213	山口県	玖珂郡	和木町	34.202406	132.220408
353418	山口県	熊毛郡	上関町	33.830976	132.110743
353434	山口県	熊毛郡	田布施町	33.954703	132.041373
353442	山口県	熊毛郡	平生町	33.937988	132.073052
355020	山口県	阿武郡	阿武町	34.503335	131.471399
362018	徳島県	徳島市		34.070270	134.554844
362026	徳島県	鳴門市		34.172562	134.608786
362034	徳島県	小松島市		34.004711	134.590674
362042	徳島県	阿南市		33.921748	134.659469
362051	徳島県	吉野川市		34.025689	134.259833
362069	徳島県	阿波市		34.102148	134.297437
362077	徳島県	美馬市		34.053403	134.169749
362085	徳島県	三好市		34.026041	133.807263
363014	徳島県	勝浦郡	勝浦町	33.931408	134.511356
363022	徳島県	勝浦郡	上勝町	33.889162	134.402051
363219	徳島県	名東郡	佐那河内村	33.993208	134.453122
363413	徳島県	名西郡	石井町	34.074173	134.440690
363421	徳島県	名西郡	神山町	33.967291	134.350461
363685	徳島県	那賀郡	那賀町	33.820626	134.478830
363839	徳島県	海部郡	牟岐町	33.668407	134.420555
363871	徳島県	海部郡	美波町	33.734553	134.535444
363880	徳島県	海部郡	海陽町	33.602029	134.351997
364011	徳島県	板野郡	松茂町	34.133768	134.580556
364029	徳島県	板野郡	北島町	34.125578	134.546987
364037	徳島県	板野郡	藍住町	34.126587	134.495090
364045	徳島県	板野郡	板野町	34.144363	134.462618
364053	徳島県	板野郡	上板町	34.121384	134.404816
364681	徳島県	美馬郡	つるぎ町	34.037335	134.064074
364894	徳島県	三好郡	東みよし町	34.036783	133.936757
372013	香川県	高松市		34.342788	134.046574
372021	香川県	丸亀市		34.289506	133.797706
372030	香川県	坂出市		34.316319	133.860510
372048	香川県	善通寺市		34.228533	133.787113
372056	香川県	観音寺市		34.128466	133.662811
372064	香川県	さぬき市		34.325207	134.172120
372072	香川県	東かがわ市		34.243809	134.358743
372081	香川県	三豊市		34.182547	133.715219
373222	香川県	小豆郡	土庄町	34.486022	134.185807
373249	香川県	小豆郡	小豆島町	34.481998	134.233595
373419	香川県	木田郡	三木町	34.268284	134.134293
373648	香川県	香川郡	直島町	34.459703	133.995689
373869	香川県	綾歌郡	宇多津町	34.310298	133.825513
373877	香川県	綾歌郡	綾川町	34.249627	133.923066
374032	香川県	仲多度郡	琴平町	34.191417	133.823303
374041	香川県	仲多度郡	多度津町	34.272488	133.753605
374067	香川県	仲多度郡	まんのう町	34.192329	133.841402
382019	愛媛県	松山市		33.839157	132.765575
382027	愛媛県	今治市		34.066098	132.997860
382035	愛媛県	宇和島市		33.223340	132.560557
382043	愛媛県	八幡浜市		33.462898	132.423336
382051	愛媛県	新居浜市		33.960290	133.283351
382060	愛媛県	西条市		33.919511	133.181170
382078	愛媛県	大洲市		33.506194	132.544509
382108	愛媛県	伊予市		33.757429	132.703729
382132	愛媛県	四国中央市		33.980761	133.549195
382141	愛媛県	西予市		33.362620	132.510992
382159	愛媛県	東温市		33.791024	132.872296
383562	愛媛県	越智郡	上島町	34.257336	133.204507
383864	愛媛県	上浮穴郡	久万高原町	33.655606	132.901671
384011	愛媛県	伊予郡	松前町	33.787440	132.711375
384020	愛媛県	伊予郡	砥部町	33.749263	132.792228
384224	愛媛県	喜多郡	内子町	33.532902	132.658007
384429	愛媛県	西宇和郡	伊方町	33.488574	132.354012
384844	愛媛県	北宇和郡	松野町	33.227189	132.710799
384887	愛媛県	北宇和郡	鬼北町	33.255857	132.684104
385069	愛媛県	南宇和郡	愛南町	32.962164	132.583324
392014	高知県	高知市		33.559587	133.529279
392022	高知県	室戸市		33.290009	134.152051
392031	高知県	安芸市		33.502546	133.907166
392049	高知県	南国市		33.575671	133.641460
392057	高知県	土佐市		33.496044	133.425292
392065	高知県	須崎市		33.400745	133.282953
392081	高知県	宿毛市		32.939009	132.726286
392090	高知県	土佐清水市		32.781634	132.954989
392103	高知県	四万十市		32.991384	132.933749
392111	高知県	香南市		33.564171	133.700488
392120	高知県	香美市		33.603719	133.686003
393011	高知県	安芸郡	東洋町	33.527937	134.279974
393029	高知県	安芸郡	奈半利町	33.424181	134.020952
393037	高知県	安芸郡	田野町	33.427708	134.008293
393045	高知県	安芸郡	安田町	33.438570	133.981074
393053	高知県	安芸郡	北川村	33.447694	134.042067
393061	高知県	安芸郡	馬路村	33.555350	134.048108
393070	高知県	安芸郡	芸西村	33.526901	133.808914
393410	高知県	長岡郡	本山町	33.757107	133.591412
393444	高知県	長岡郡	大豊町	33.764291	133.664275
393631	高知県	土佐郡	土佐町	33.737064	133.531675
393649	高知県	土佐郡	大川村	33.783926	133.466608
393860	高知県	吾川郡	いの町	33.548754	133.427773
393878	高知県	吾川郡	仁淀川町	33.575245	133.168574
394017	高知県	高岡郡	中土佐町	33.337346	133.140361
394025	高知県	高岡郡	佐川町	33.500869	133.286530
394033	高知県	高岡郡	越知町	33.532920	133.251991
394050	高知県	高岡郡	檮原町	33.392246	132.926987
394106	高知県	高岡郡	日高村	33.534897	133.373353
394114	高知県	高岡郡	津野町	33.446580	133.199469
